"","user_id","target_user_id","w_ij"
"1",1,1,0.247279943674103
"2",1,5882,0.0206984803423407
"3",1,10162,0.0644235188818452
"4",1,11071,0.0367717462487266
"5",1,14846,0.0191088756549343
"6",1,29058,0.0191773639686427
"7",1,37256,0.0394011820861234
"8",1,39285,0.0323088965733989
"9",1,42432,0.0346625898169174
"10",2,2,0.18547593745079
"11",2,955,0.267634603708998
"12",2,1287,0.0229900565190692
"13",2,5792,0.026858066474123
"14",2,12388,0.0333930988303639
"15",2,14222,0.0233009328211962
"16",2,21239,0.174533833766514
"17",2,28154,0.0472371395282537
"18",2,34659,0.0498015691070072
"19",2,35138,0.184173394998824
"20",2,44242,0.0347769851846045
"21",2,47749,0.0299534920664906
"22",2,48315,0.0391491802344975
"23",2,62433,0.133243023026063
"24",2,62729,0.148196932438465
"25",2,66854,0.0639926155143627
"26",3,3,0.11660353810869
"27",3,6279,0.0201938524124126
"28",3,12030,0.0290596248449296
"29",3,21988,0.0256283537713038
"30",3,37840,0.0236443861301669
"31",3,43678,0.0289157266139217
"32",3,48313,0.0262683392224825
"33",3,53635,0.019812685553361
"34",3,56497,0.0372111835785429
"35",3,56873,0.0320762802070397
"36",3,59686,0.0318178842882604
"37",3,60964,0.0197754256871455
"38",4,4,0.0691641371361175
"39",4,10020,0.0479959720118291
"40",4,14862,0.0459959554306087
"41",4,15785,0.0418449149901587
"42",4,22059,0.0214277001125443
"43",4,23770,0.055421071780394
"44",4,25349,0.0361882410379446
"45",4,27790,0.046280937409533
"46",4,33074,0.0271359594705518
"47",4,33484,0.0394647420678421
"48",4,37859,0.0273837625339632
"49",4,38911,0.020210481957667
"50",4,40797,0.026086358806664
"51",4,41081,0.0441464829685464
"52",4,42467,0.0473686325346422
"53",4,47885,0.0269286204695824
"54",4,53480,0.0606265534703224
"55",4,57222,0.0849473816041903
"56",4,57278,0.0864541581626141
"57",4,60860,0.0426112689108786
"58",4,64005,0.0530749275221831
"59",4,66750,0.0518659691689621
"60",5,5,0.567098968175998
"61",5,6283,0.0231163820957771
"62",5,18480,0.0223253950889563
"63",5,19179,0.544002757140876
"64",5,54168,0.0382164826238292
"65",5,63858,0.0676616197355756
"66",6,6,0.143111973643029
"67",6,4402,0.0300466921132448
"68",6,5245,0.138984410019123
"69",6,5629,0.0426937500552992
"70",6,5973,0.0282961281411567
"71",6,11808,0.0275005715510287
"72",6,16587,0.0195488269812732
"73",6,21242,0.0340765111296188
"74",6,22017,0.0203383971577911
"75",6,22625,0.020407435116387
"76",6,25532,0.047191620249582
"77",6,29899,0.0356736902474419
"78",6,34010,0.0215471304779251
"79",6,34334,0.117248075261674
"80",6,45942,0.0256002841389408
"81",6,50021,0.0910145693968343
"82",6,50651,0.0236065649059106
"83",6,65559,0.0353214978299219
"84",6,70271,0.0633260095511233
"85",6,71491,0.0521717370616401
"86",7,7,0.663001942831283
"87",7,5815,0.0458315838239453
"88",7,7907,0.24384859446227
"89",7,8275,0.219285560562972
"90",7,19061,0.490071202232915
"91",7,20342,0.246128071729292
"92",7,23981,0.0247223280152499
"93",7,26270,0.0480136604401895
"94",7,34897,0.0245937934147003
"95",7,35473,0.0208225632265558
"96",7,37877,0.105927331930898
"97",7,44097,0.0503882205865786
"98",7,45980,0.066233782589759
"99",7,49026,0.020101479772249
"100",7,53343,0.0707969431279378
"101",7,58558,0.0745467169699787
"102",7,61068,0.0324069929966202
"103",7,61486,0.0608310689190204
"104",7,70377,0.209442445827682
"105",8,8,0.0502760261942968
"106",8,190,0.0296300755379175
"107",8,273,0.0366885341795948
"108",8,411,0.0299442142604135
"109",8,625,0.0247512149945064
"110",8,808,0.0233247268164024
"111",8,936,0.0283617353435045
"112",8,1188,0.0367381447475111
"113",8,1259,0.036703020229013
"114",8,1568,0.0480012803325372
"115",8,1646,0.0214519404056987
"116",8,2168,0.0307781668509267
"117",8,2809,0.0520755611160091
"118",8,4012,0.0516352821484094
"119",8,4569,0.0263996760784662
"120",8,4770,0.0208273518454299
"121",8,5457,0.0208040682624892
"122",8,5964,0.0554275686147078
"123",8,5970,0.0379644354861355
"124",8,6409,0.0200736244011712
"125",8,6544,0.0298788005872036
"126",8,6622,0.023332908621838
"127",8,7241,0.0634538135158775
"128",8,8013,0.0221764258135107
"129",8,8182,0.0292531160269143
"130",8,8819,0.0304508858828832
"131",8,8906,0.0252698782737613
"132",8,8946,0.032973183380985
"133",8,9260,0.0227246883354003
"134",8,9439,0.0281879217565877
"135",8,9489,0.0374168312119081
"136",8,9504,0.0283293830112112
"137",8,10340,0.025696712083621
"138",8,10595,0.0510443446583903
"139",8,10828,0.042765787279493
"140",8,10936,0.0362370499949859
"141",8,11079,0.0367019415106902
"142",8,11443,0.0355268787681739
"143",8,11977,0.024621647115307
"144",8,12882,0.0236255062181025
"145",8,13027,0.0425069888814988
"146",8,13411,0.0300985090065947
"147",8,13437,0.0262025763506055
"148",8,13515,0.067720502867791
"149",8,13809,0.0303867617765389
"150",8,13884,0.033093374892203
"151",8,13974,0.0241130509474746
"152",8,14154,0.035566564349346
"153",8,14602,0.0206773450130361
"154",8,14663,0.0191792540434443
"155",8,14678,0.0227218900506229
"156",8,15387,0.0245283047494096
